iteration,objective,objective_change_double,objective_change_high_precision,distance_to_saddle,step_norm,fb_residual,support_size,relative_lambda_min,elapsed_seconds,first_machine_fixed_iteration
10000,2.111111111111111,0.0,-5.085880738919365e-24,3.836607879617091e-06,0.0,0.0,20,-2.113066666087349e-12,1.0136183509998773,10
100000,2.111111111111111,0.0,-5.085880738919365e-24,3.836607879617091e-06,0.0,0.0,20,-2.113066666087349e-12,9.512682901999824,10
1000000,2.111111111111111,0.0,-5.085880738919365e-24,3.836607879617091e-06,0.0,0.0,20,-2.113066666087349e-12,94.08338453800002,10
