schedule,iterations,eligible_iterations,verification_calls,accepted_corrections,runtime_algorithm,eig_time,probe_time,final_objective,final_residual
powers_of_two,2466,925,11,0,0.19988484100008463,0.000987820000091233,0.00011758000027839444,5.27708456209272,9.855104430123325e-12
every_eligible,2466,925,925,0,0.2996769759997733,0.07170277899808752,0.009315790000982815,5.27708456209272,9.855104430123325e-12
