run_key,problem,method,status,m,n,p,lambda,initial_objective,iterations,final_objective,final_residual,support_size,raw_nonzero_count,classification_support_threshold,thresholded_tail_norm,lambda_min,relative_lambda_min,numerical_locmin,runtime_total,runtime_algorithm,diagnostic_time,verification_calls,scheduled_verifications,forced_final_verifications,accepted_corrections,eligible_iterations,mean_verify_support,max_verify_support,eig_time,probe_time,verification_time,verification_time_fraction,gamma,kappa0,sigma,eta_lower_bound,log10_theoretical_correction_bound,regime,seed,iteration_cap,timing_repeats,runtime_algorithm_min,runtime_algorithm_max,runtime_algorithm_q25,runtime_algorithm_q75,schedule,geometry,distance_to_saddle,F_saddle,objective_change_from_saddle,perturbation,initial_distance_to_saddle,escaped_radius_0p1,dirl_config,dirl_alpha,dirl_beta_factor,dirl_mu,dirl_epsilon0
ordinary_n200_p0.8_seed1104,random_gaussian_n200_m160_p0.8_seed1104,4V-FB,converged,160,200,0.8,0.05,81.72373332947755,16441,9.742419225345746,9.98278849581979e-12,125,125,0.0054610133685532,0.0,0.006265386100315046,0.0018756535167738983,True,1.438500558999749,1.4378647489998002,0.0006358099999488331,14,13,1,0,6624,125.0,125.0,0.0049093180000454595,0.0002493300000878662,0.005482527999674858,0.0037982306150229437,0.22127578328272948,1.4796182624449515e-17,3.0825380467603155e-19,0.0054610133685532,29.47434679357935,ordinary,1104.0,50000.0,3.0,1.4340707499998189,1.4535603570000148,1.4359677494998095,1.4457125529999075,,,,,,,,,,,,,
ordinary_n200_p0.8_seed1105,random_gaussian_n200_m160_p0.8_seed1105,FB,converged,160,200,0.8,0.05,98.85508413917138,9631,11.725444975170753,9.975091979517725e-12,121,121,0.005404580319208607,0.0,0.010702038230073383,0.003127403838604973,True,0.8288373989996671,0.8282417189998341,0.0006005799998547445,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.21853468161604234,,,,,ordinary,1105.0,50000.0,3.0,0.8229703990000417,0.8342894580000575,0.8256060589999379,0.8312655884999458,,,,,,,,,,,,,
ordinary_n200_p0.8_seed1105,random_gaussian_n200_m160_p0.8_seed1105,4V-FB,converged,160,200,0.8,0.05,98.85508413917138,9631,11.725444975170753,9.975091979517725e-12,121,121,0.005404580319208607,0.0,0.010702038230073383,0.003127403838604973,True,0.8693304930002341,0.8687271130002046,0.0005979499999284599,13,12,1,0,3922,121.0,121.0,0.00406137799973294,0.0002458990002196515,0.004617917999894416,0.005304896166374376,0.21853468161604234,6.911093296178339e-18,1.4398111033704873e-19,0.005404580319208607,29.905645590037913,ordinary,1105.0,50000.0,3.0,0.8625129639999614,0.8730371419999301,0.865620038500083,0.8708821275000673,,,,,,,,,,,,,
ordinary_n400_p0.3_seed1101,random_gaussian_n400_m320_p0.3_seed1101,FB,converged,320,400,0.3,0.05,163.94191385601346,2620,25.869923737332936,9.877088316172376e-12,190,190,0.042830202836561644,0.0,0.04044563284906008,0.013512468601306525,True,0.3066745749997608,0.3052861049998228,0.0013884699999380246,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.2190928352606302,,,,,ordinary,1101.0,10000.0,3.0,0.29984800600004746,0.32821957200008,0.3025670554999351,0.3167528384999514,,,,,,,,,,,,,
ordinary_n400_p0.3_seed1101,random_gaussian_n400_m320_p0.3_seed1101,4V-FB,converged,320,400,0.3,0.05,163.94191385601346,2620,25.869923737332936,9.877088316172376e-12,190,190,0.042830202836561644,0.0,0.04044563284906008,0.013512468601306525,True,0.3236860719998731,0.3222807519998696,0.0014160799998990115,12,11,1,0,1030,190.0,190.0,0.010642766000046322,0.00046304999978019623,0.011549176000471562,0.03581091175582217,0.2190928352606302,5.2528544969783334e-48,1.0943446868704861e-49,0.042830202836561644,56.64853534242016,ordinary,1101.0,10000.0,3.0,0.32108830299989677,0.3243874429999778,0.3216845274998832,0.3233340974999237,,,,,,,,,,,,,
ordinary_n400_p0.3_seed1102,random_gaussian_n400_m320_p0.3_seed1102,FB,converged,320,400,0.3,0.05,184.9248456253893,3440,21.802385907091335,9.908852543970569e-12,207,207,0.042799600075832105,0.0,0.027048443649042974,0.008656113352199778,True,0.4238197780000519,0.4221296580001308,0.001691390000132742,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.21882677565505285,,,,,ordinary,1102.0,10000.0,3.0,0.3998896319999403,0.43519842600017,0.41100964500003556,0.4286640420001504,,,,,,,,,,,,,
ordinary_n400_p0.3_seed1102,random_gaussian_n400_m320_p0.3_seed1102,4V-FB,converged,320,400,0.3,0.05,184.9248456253893,3440,21.802385907091335,9.908852543970569e-12,207,207,0.042799600075832105,0.0,0.027048443649042974,0.008656113352199778,True,0.5545941889999995,0.5085398159999386,0.03521761499996501,12,11,1,0,1534,207.0,207.0,0.01551402799987045,0.0005883500002710207,0.01668078799957584,0.031565685478998726,0.21882677565505285,1.189315595690253e-48,2.477740824354694e-50,0.042799600075832105,57.34718054455983,ordinary,1102.0,10000.0,3.0,0.49301225700014584,0.5252591729999949,0.5007760365000422,0.5168994944999667,,,,,,,,,,,,,
ordinary_n400_p0.3_seed1103,random_gaussian_n400_m320_p0.3_seed1103,FB,converged,320,400,0.3,0.05,193.0352413354909,3789,21.52999104673465,9.886524703348915e-12,203,203,0.042717506393024324,0.0,0.03852488238572547,0.012241335298263373,True,0.4604806730001201,0.45855453300009685,0.0017665499999566237,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.2181137129859333,,,,,ordinary,1103.0,10000.0,3.0,0.45816791299989745,0.4603630020001219,0.45836122299999715,0.4594587675001094,,,,,,,,,,,,,
ordinary_n400_p0.3_seed1103,random_gaussian_n400_m320_p0.3_seed1103,4V-FB,converged,320,400,0.3,0.05,193.0352413354909,3789,21.52999104673465,9.886524703348915e-12,203,203,0.042717506393024324,0.0,0.03852488238572547,0.012241335298263373,True,0.549793869000041,0.5323669619999691,0.019876557000088724,11,10,1,0,1012,203.0,203.0,0.01355676800017136,0.000543069999821455,0.014634327999829111,0.026617845023346413,0.2181137129859333,7.004663513605204e-49,1.459304898667751e-50,0.042717506393024324,57.59906699016477,ordinary,1103.0,10000.0,3.0,0.49081887900001675,0.5329414420000376,0.5115929204999929,0.5326542020000034,,,,,,,,,,,,,
ordinary_n400_p0.3_seed1104,random_gaussian_n400_m320_p0.3_seed1104,FB,converged,320,400,0.3,0.05,169.58190989207742,4470,20.146748707578283,9.911535156274918e-12,197,197,0.042338543199365475,0.0,0.023645666222898026,0.007516161610157567,True,0.4905108579998796,0.4890166479999607,0.001489339999807271,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.21483448771107289,,,,,ordinary,1104.0,10000.0,3.0,0.4883148380001785,0.4963345769999705,0.4886657430000696,0.4926756124999656,,,,,,,,,,,,,
ordinary_n400_p0.3_seed1104,random_gaussian_n400_m320_p0.3_seed1104,4V-FB,converged,320,400,0.3,0.05,169.58190989207742,4470,20.146748707578283,9.911535156274918e-12,197,197,0.042338543199365475,0.0,0.023645666222898026,0.007516161610157567,True,0.5220133740001529,0.5204994640000677,0.0015132890000586485,12,11,1,0,1788,197.0,197.0,0.011349128999881941,0.00045748000002276967,0.012240469000062149,0.02336004709275555,0.21483448771107289,3.461183359573818e-48,7.210798665778788e-50,0.042338543199365475,56.86445251014749,ordinary,1104.0,10000.0,3.0,0.5204059640000196,0.5512609390000307,0.5204527140000437,0.5358802015000492,,,,,,,,,,,,,
ordinary_n400_p0.3_seed1105,random_gaussian_n400_m320_p0.3_seed1105,FB,converged,320,400,0.3,0.05,157.48911182732297,3601,19.275551738124214,9.896373347232625e-12,197,197,0.04216363951269321,0.0,0.030265753167938808,0.009794430624419348,True,0.41746895800019956,0.41597908900007496,0.0014988100001573912,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.21332792461639027,,,,,ordinary,1105.0,10000.0,3.0,0.41366242000003695,0.4405608850001954,0.41482075450005595,0.4282699870001352,,,,,,,,,,,,,
ordinary_n400_p0.3_seed1105,random_gaussian_n400_m320_p0.3_seed1105,4V-FB,converged,320,400,0.3,0.05,157.48911182732297,3601,19.275551738124214,9.896373347232625e-12,197,197,0.04216363951269321,0.0,0.030265753167938808,0.009794430624419348,True,0.4439717959999143,0.4424487460000819,0.0015259100000548642,12,11,1,0,1412,197.0,197.0,0.011322979999931704,0.0005016199997953663,0.012285599999586339,0.027668711196802007,0.21332792461639027,8.619501117798503e-48,1.7957293995413546e-49,0.04216363951269321,56.44325727450272,ordinary,1105.0,10000.0,3.0,0.4412162660000831,0.44378479500005596,0.4418325060000825,0.4431167705000689,,,,,,,,,,,,,
ordinary_n400_p0.5_seed1101,random_gaussian_n400_m320_p0.5_seed1101,FB,converged,320,400,0.5,0.05,160.59751188055606,5200,23.242436450692885,9.913657847258957e-12,197,197,0.024662406831297785,0.0,0.019738916209985788,0.00646431660647863,True,0.580717593999907,0.5792309139999361,0.0015010800000254676,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.2190928352606302,,,,,ordinary,1101.0,10000.0,3.0,0.577080874999865,0.6051055809998616,0.5781558944999006,0.5921682474998988,,,,,,,,,,,,,
ordinary_n400_p0.5_seed1101,random_gaussian_n400_m320_p0.5_seed1101,4V-FB,converged,320,400,0.5,0.05,160.59751188055606,5200,23.242436450692885,9.913657847258957e-12,197,197,0.024662406831297785,0.0,0.019738916209985788,0.00646431660647863,True,0.6106248810001489,0.6091093110001111,0.0015250099997956568,13,12,1,0,2108,197.0,197.0,0.012351696999530759,0.0004504300002281525,0.013244058999816843,0.021687794605820692,0.2190928352606302,3.3227649819539374e-29,6.92242704573737e-31,0.024662406831297785,38.79733859462261,ordinary,1101.0,10000.0,3.0,0.608925089999957,0.6108271900000091,0.609017200500034,0.6099682505000601,,,,,,,,,,,,,
ordinary_n400_p0.5_seed1102,random_gaussian_n400_m320_p0.5_seed1102,FB,converged,320,400,0.5,0.05,181.60354296222152,6285,19.104222052524506,9.933723713333073e-12,221,221,0.024642436608805746,0.0,0.01773089696205745,0.005408334953459309,True,0.7637959479998244,0.7616406479999114,0.002077638999935516,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.21882677565505285,,,,,ordinary,1102.0,10000.0,3.0,0.7526914489999399,0.7645388579999235,0.7571660484999256,0.7630897529999174,,,,,,,,,,,,,
ordinary_n400_p0.5_seed1102,random_gaussian_n400_m320_p0.5_seed1102,4V-FB,converged,320,400,0.5,0.05,181.60354296222152,6285,19.104222052524506,9.933723713333073e-12,221,221,0.024642436608805746,0.0,0.01773089696205745,0.005408334953459309,True,0.9618740779999371,0.890543758999911,0.07657656899982612,13,12,1,0,2351,221.0,221.0,0.01961535900045419,0.0005518399996162771,0.020752798999865263,0.02081334579286804,0.21882677565505285,1.405403706793388e-29,2.927924389152892e-31,0.024642436608805746,39.22582986764218,ordinary,1102.0,10000.0,3.0,0.8095320410000113,0.8980798980001055,0.8500378999999612,0.8943118285000082,,,,,,,,,,,,,
ordinary_n400_p0.5_seed1103,random_gaussian_n400_m320_p0.5_seed1103,FB,converged,320,400,0.5,0.05,189.64361263226814,6294,19.30081857009621,9.942602024035104e-12,218,218,0.024588874734062943,0.0,0.01617750071905552,0.0047952376864764685,True,0.7327401219997682,0.7307394729998578,0.0020006489999104815,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.2181137129859333,,,,,ordinary,1103.0,10000.0,3.0,0.72281457400004,0.7310931120000532,0.7267770234999489,0.7309162924999555,,,,,,,,,,,,,
ordinary_n400_p0.5_seed1103,random_gaussian_n400_m320_p0.5_seed1103,4V-FB,converged,320,400,0.5,0.05,189.64361263226814,6294,19.30081857009621,9.942602024035104e-12,218,218,0.024588874734062943,0.0,0.01617750071905552,0.0047952376864764685,True,0.9288941830000113,0.8729509419999886,0.059111950999977125,13,12,1,0,2586,218.0,218.0,0.018810558000041055,0.0005121200001667603,0.019876668000733844,0.02148858359705651,0.2181137129859333,1.0377763650234056e-29,2.1620340937987615e-31,0.024588874734062943,39.380121063728936,ordinary,1103.0,10000.0,3.0,0.8621747830000004,0.892455148999943,0.8675628624999945,0.8827030454999658,,,,,,,,,,,,,
ordinary_n400_p0.5_seed1104,random_gaussian_n400_m320_p0.5_seed1104,FB,converged,320,400,0.5,0.05,166.23544833339022,5812,18.31784329484128,9.915322708501419e-12,211,211,0.02434179913031204,0.0,0.021619168535251074,0.006757719933177196,True,0.6993233079999754,0.6974430479999683,0.001802369999950315,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.21483448771107289,,,,,ordinary,1104.0,10000.0,3.0,0.6883557890000702,0.7120718650000981,0.6928994185000192,0.7047574565000332,,,,,,,,,,,,,
ordinary_n400_p0.5_seed1104,random_gaussian_n400_m320_p0.5_seed1104,4V-FB,converged,320,400,0.5,0.05,166.23544833339022,5812,18.31784329484128,9.915322708501419e-12,211,211,0.02434179913031204,0.0,0.021619168535251074,0.006757719933177196,True,0.8225368280000112,0.7840380239999831,0.0413551940000616,12,11,1,0,1803,211.0,211.0,0.016304427999557447,0.0005108699999709643,0.01735985799973605,0.020531659950573183,0.21483448771107289,2.609791665630525e-29,5.437065970063593e-31,0.02434179913031204,38.93994833939153,ordinary,1104.0,10000.0,3.0,0.749280360000057,0.8041613419998157,0.7666591920000201,0.7940996829998994,,,,,,,,,,,,,
ordinary_n400_p0.5_seed1105,random_gaussian_n400_m320_p0.5_seed1105,FB,converged,320,400,0.5,0.05,154.16942906214172,5710,17.889002898436235,9.949624855149812e-12,201,201,0.024227865057242344,0.0,0.017856426057226513,0.005824095757839005,True,0.6653423029999885,0.6636446530001194,0.0016976499998690997,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.21332792461639027,,,,,ordinary,1105.0,10000.0,3.0,0.6632184120001057,0.6873211290001109,0.6634315325001126,0.6754828910001152,,,,,,,,,,,,,
ordinary_n400_p0.5_seed1105,random_gaussian_n400_m320_p0.5_seed1105,4V-FB,converged,320,400,0.5,0.05,154.16942906214172,5710,17.889002898436235,9.949624855149812e-12,201,201,0.024227865057242344,0.0,0.017856426057226513,0.005824095757839005,True,0.7761181360001501,0.7648247780000474,0.011293358000102671,13,12,1,0,2399,201.0,201.0,0.01577271800010749,0.0005098299998280709,0.016816687000073216,0.021115473650680946,0.21332792461639027,4.4226590833097235e-29,9.21387309022859e-31,0.024227865057242344,38.686295453619934,ordinary,1105.0,10000.0,3.0,0.6955027270000755,0.7850346749999062,0.7301637525000615,0.7749297264999768,,,,,,,,,,,,,
ordinary_n400_p0.8_seed1101,random_gaussian_n400_m320_p0.8_seed1101,FB,converged,320,400,0.8,0.05,157.6224150900555,12091,20.678066243108553,9.979090424884054e-12,244,244,0.005416080952916516,0.0,0.007567494919153322,0.0022236807389964647,True,1.4671839040001942,1.4645906840000862,0.0025897200000599696,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.2190928352606302,,,,,ordinary,1101.0,50000.0,3.0,1.4525455259999944,1.4709609029998774,1.4585681050000403,1.4677757934999818,,,,,,,,,,,,,
ordinary_n400_p0.8_seed1101,random_gaussian_n400_m320_p0.8_seed1101,4V-FB,converged,320,400,0.8,0.05,157.6224150900555,12091,20.678066243108553,9.979090424884054e-12,244,244,0.005416080952916516,0.0,0.007567494919153322,0.0022236807389964647,True,1.7558341320002455,1.6451838080001835,0.11581347300011657,14,13,1,0,5530,244.0,244.0,0.026088815000775867,0.0006859000000076776,0.027472424999814393,0.015581303559962071,0.2190928352606302,5.346153112292301e-19,1.1137818983942293e-20,0.005416080952916516,31.216077234085233,ordinary,1101.0,50000.0,3.0,1.6394074690001617,1.6473525480000717,1.6422956385001726,1.6462681780001276,,,,,,,,,,,,,
ordinary_n400_p0.8_seed1102,random_gaussian_n400_m320_p0.8_seed1102,FB,converged,320,400,0.8,0.05,178.62122020367354,7628,19.455180203512764,9.941998219786275e-12,234,234,0.005410599462787564,0.0,0.01680828735201196,0.004866998392252744,True,0.9011878570001954,0.8988648070001091,0.0023377999998501764,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.21882677565505285,,,,,ordinary,1102.0,50000.0,3.0,0.8886886589998539,0.9048442970001815,0.8937767329999815,0.9018545520001453,,,,,,,,,,,,,
ordinary_n400_p0.8_seed1102,random_gaussian_n400_m320_p0.8_seed1102,4V-FB,converged,320,400,0.8,0.05,178.62122020367354,7628,19.455180203512764,9.941998219786275e-12,234,234,0.005410599462787564,0.0,0.01680828735201196,0.004866998392252744,True,1.1503898619998836,1.0506040559998837,0.10093029499989825,13,12,1,0,2488,234.0,234.0,0.022221085999717616,0.000604080000130125,0.02345086600007562,0.02035341236219623,0.21882677565505285,3.2417624552557976e-19,6.7536717817829114e-21,0.005410599462787564,31.48941156080285,ordinary,1102.0,50000.0,3.0,1.0394433970000136,1.0649469630000112,1.0450237264999487,1.0577755094999475,,,,,,,,,,,,,
ordinary_n400_p0.8_seed1103,random_gaussian_n400_m320_p0.8_seed1103,FB,converged,320,400,0.8,0.05,186.64753472150062,8016,20.226588608238345,9.971332563968105e-12,238,238,0.00539590311423445,0.0,0.012873829873722846,0.0037651005701491804,True,0.979566246000104,0.9771969060000174,0.002369979999912175,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.2181137129859333,,,,,ordinary,1103.0,50000.0,3.0,0.9667152179999903,0.97799738599997,0.9719560620000038,0.9775971459999937,,,,,,,,,,,,,
ordinary_n400_p0.8_seed1103,random_gaussian_n400_m320_p0.8_seed1103,4V-FB,converged,320,400,0.8,0.05,186.64753472150062,8016,20.226588608238345,9.971332563968105e-12,238,238,0.00539590311423445,0.0,0.012873829873722846,0.0037651005701491804,True,1.1965206840000064,1.0923715900000843,0.10414909399992212,13,12,1,0,3264,238.0,238.0,0.023249037999448774,0.0006536099997447309,0.024567457999637554,0.020065988019254858,0.2181137129859333,2.7190950776425494e-19,5.6647814117553115e-21,0.00539590311423445,31.589582529249324,ordinary,1103.0,50000.0,3.0,1.0408221370000774,1.1240917439999976,1.0665968635000809,1.108231667000041,,,,,,,,,,,,,
ordinary_n400_p0.8_seed1104,random_gaussian_n400_m320_p0.8_seed1104,FB,converged,320,400,0.8,0.05,163.2743854392164,10141,19.5482928605569,9.958799122188786e-12,234,234,0.005328214104971342,0.0,0.012896450428954641,0.0037913011260128577,True,1.1803825559998131,1.177992106999909,0.0023108000000320317,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.21483448771107289,,,,,ordinary,1104.0,50000.0,3.0,1.1645901489998778,1.195572613999957,1.1712911279998934,1.186782360499933,,,,,,,,,,,,,
ordinary_n400_p0.8_seed1104,random_gaussian_n400_m320_p0.8_seed1104,4V-FB,converged,320,400,0.8,0.05,163.2743854392164,10141,19.5482928605569,9.958799122188786e-12,234,234,0.005328214104971342,0.0,0.012896450428954641,0.0037913011260128577,True,1.4308958100000382,1.3313852750000024,0.09951053500003582,13,12,1,0,3265,234.0,234.0,0.022189877000528213,0.000592310000456564,0.02337977599927399,0.016236567606000438,0.21483448771107289,4.643453586040732e-19,9.673861637584859e-21,0.005328214104971342,31.32099151474189,ordinary,1104.0,50000.0,3.0,1.2286320589998923,1.3405487329998778,1.2800086669999473,1.33596700399994,,,,,,,,,,,,,
ordinary_n400_p0.8_seed1105,random_gaussian_n400_m320_p0.8_seed1105,FB,converged,320,400,0.8,0.05,151.181218549599,26767,17.807166111702255,9.988032312684287e-12,243,243,0.005297058358363723,0.0,0.0029426170272298484,0.0008945894264244304,True,3.168453924000005,3.1660817649999444,0.0023900090000097407,0,0,0,0,0,,,0.0,0.0,0.0,0.0,0.21332792461639027,,,,,ordinary,1105.0,50000.0,3.0,3.1570730060000187,3.1673742140001195,3.1615773854999816,3.166727989500032,,,,,,,,,,,,,
ordinary_n400_p0.8_seed1105,random_gaussian_n400_m320_p0.8_seed1105,4V-FB,converged,320,400,0.8,0.05,151.181218549599,26767,17.807166111702255,9.988032312684287e-12,243,243,0.005297058358363723,0.0,0.0029426170272298484,0.0008945894264244304,True,3.4902601559999766,3.3746464729999843,0.1156136829999923,15,14,1,0,14609,243.0,243.0,0.02834383400045226,0.0006981300000461488,0.029759474000229602,0.008520827306988076,0.21332792461639027,6.31716058737583e-19,1.3160751223699646e-20,0.005297058358363723,31.164078131179817,ordinary,1105.0,50000.0,3.0,3.36425803599991,3.3764906930000507,3.3694522544999472,3.3755685830000175,,,,,,,,,,,,,
schedule_ablation_powers_of_two,random_gaussian_n100_m80_p0.5_seed1101,4V-FB,converged,80,100,0.5,0.05,46.61347118308591,2466,5.27708456209272,9.855104430123325e-12,51,51,0.024720714094352007,0.0,0.044505063079326175,0.015805518878049592,True,0.20011406100002205,0.19988484100008463,0.00023901000008663686,11,10,1,0,925,51.0,51.0,0.000987820000091233,0.00011758000027839444,0.001294988999461566,0.0068698808383911856,0.219870268576497,7.658630381744491e-25,1.595547996196769e-26,0.024720714094352007,33.893357524686905,schedule_ablation,,,3.0,,,,,powers_of_two,,,,,,,,,,,,
schedule_ablation_every_eligible,random_gaussian_n100_m80_p0.5_seed1101,4V-FB,converged,80,100,0.5,0.05,46.61347118308591,2466,5.27708456209272,9.855104430123325e-12,51,51,0.024720714094352007,0.0,0.044505063079326175,0.015805518878049592,True,0.29991204599969024,0.2996769759997733,0.00023849999979574932,925,925,0,0,925,51.0,51.0,0.07170277899808752,0.009315790000982815,0.09513250700047138,0.31770055927406676,0.219870268576497,7.658630381744491e-25,1.595547996196769e-26,0.024720714094352007,33.893357524686905,schedule_ablation,,,3.0,,,,,every_eligible,,,,,,,,,,,,
exact_strict_n20_p0.3,exact_strict_n20_p0.3,FB,converged,20,20,0.3,0.1,2.0299003322259135,1,2.0299003322259135,0.0,20,20,0.3092532037787764,0.0,-0.010500000000000023,-0.03750000000000009,False,0.00022232999981497414,9.655999997448816e-05,0.00012576999984048598,0,0,0,0,0,,,0.0,0.0,0.0,0.0,3.1561461794019934,,,,,exact,,,,,,,,,strict,4.965068306494546e-16,2.0299003322259135,0.0,,,,,,,,
exact_strict_n20_p0.3,exact_strict_n20_p0.3,4V-FB,converged,20,20,0.3,0.1,2.0299003322259135,38,1.9635112010491282,4.790904047749073e-12,19,19,0.3092532037787764,0.0,0.14932432023868222,0.5333011437095794,True,0.0038059099999827595,0.003638570000020991,0.00016733999996176863,6,5,1,1,16,19.166666666666668,20.0,0.0003105499997673178,5.945000020801672e-05,0.00047470999993493024,0.12472969669200812,3.1561461794019934,3.6094160501614086e-19,7.519616771169602e-21,0.3092532037787764,22.470022176837,exact,,,,,,,,,strict,1.419113467331191,2.0299003322259135,-0.06638913117678524,,,,,,,,
exact_strict_n20_p0.5,exact_strict_n20_p0.5,FB,converged,20,20,0.5,0.1,2.111111111111111,1,2.111111111111111,0.0,20,20,0.2814042998265344,0.0,-0.012500000000000011,-0.06250000000000007,False,0.0002368499997373874,0.00010439999982736481,0.0001324499999100226,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,exact,,,,,,,,,strict,4.965068306494546e-16,2.111111111111111,0.0,,,,,,,,
exact_strict_n20_p0.5,exact_strict_n20_p0.5,4V-FB,converged,20,20,0.5,0.1,2.111111111111111,38,2.065011551463048,3.567356936167399e-12,19,19,0.2814042998265344,0.0,0.11003888387539197,0.55019441937696,True,0.0043865589998404175,0.004219708999926297,0.00016684999991412042,6,5,1,1,16,19.166666666666668,20.0,0.0002117600001838582,5.399999963628943e-05,0.0003637499999058491,0.08292376779135589,4.222222222222222,2.4971540725324565e-12,5.202404317775951e-14,0.2814042998265344,15.81098407358339,exact,,,,,,,,,strict,1.428069641118275,2.111111111111111,-0.04609955964806334,,,,,,,,
exact_strict_n20_p0.8,exact_strict_n20_p0.8,FB,converged,20,20,0.8,0.1,2.666666666666667,1,2.666666666666667,1.4279577729502957e-16,20,20,0.23097428992562205,0.0,-0.007999999999999997,-0.09999999999999995,False,0.00023499999997511622,0.00010386999997535895,0.00013112999999975727,0,0,0,0,0,,,0.0,0.0,0.0,0.0,9.895833333333337,,,,,exact,,,,,,,,,strict,4.965068306494546e-16,2.666666666666667,0.0,,,,,,,,
exact_strict_n20_p0.8,exact_strict_n20_p0.8,4V-FB,converged,20,20,0.8,0.1,2.666666666666667,40,2.6487152535322664,3.2675841011559385e-12,19,19,0.23097428992562205,0.0,0.04524758524969302,0.5655948156211626,True,0.004608318999999028,0.004446759000074962,0.00016155999992406578,6,5,1,1,16,19.166666666666668,20.0,0.00020211000014569436,5.68000002658664e-05,0.0003567500002645829,0.07741434572230312,9.895833333333337,4.07628920933142e-09,8.492269186107126e-11,0.23097428992562205,13.042690417786277,exact,,,,,,,,,strict,1.451586055032074,2.666666666666667,-0.017951413134400518,,,,,,,,
exact_strict_n50_p0.3,exact_strict_n50_p0.3,FB,converged,50,50,0.3,0.1,5.074750830564784,1,5.074750830564784,0.0,50,50,0.3092532037787764,0.0,-0.010500000000000023,-0.03750000000000009,False,0.000251500000103988,8.834999994178361e-05,0.00016315000016220438,0,0,0,0,0,,,0.0,0.0,0.0,0.0,3.1561461794019934,,,,,exact,,,,,,,,,strict,7.850462293418876e-16,5.074750830564784,0.0,,,,,,,,
exact_strict_n50_p0.3,exact_strict_n50_p0.3,4V-FB,converged,50,50,0.3,0.1,5.074750830564784,38,5.008361699388,4.790904047749073e-12,49,49,0.3092532037787764,0.0,0.14932432023868222,0.5333011437095794,True,0.003910549000011088,0.003736938999963968,0.00017361000004711968,6,5,1,1,16,49.166666666666664,50.0,0.0004384399999253219,6.271000006563554e-05,0.0006152099997507321,0.15732062166948624,3.1561461794019934,1.7848908680136098e-24,3.71852264169502e-26,0.3092532037787764,28.17378746312857,exact,,,,,,,,,strict,1.419113467331191,5.074750830564784,-0.06638913117678413,,,,,,,,
exact_strict_n50_p0.5,exact_strict_n50_p0.5,FB,converged,50,50,0.5,0.1,5.277777777777778,1,5.277777777777778,0.0,50,50,0.2814042998265344,0.0,-0.012500000000000011,-0.06250000000000007,False,0.00026669999988371274,0.00010438000003887282,0.0001623199998448399,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,exact,,,,,,,,,strict,7.850462293418876e-16,5.277777777777778,0.0,,,,,,,,
exact_strict_n50_p0.5,exact_strict_n50_p0.5,4V-FB,converged,50,50,0.5,0.1,5.277777777777778,38,5.231678218129714,3.567356936167399e-12,49,49,0.2814042998265344,0.0,0.11003888387539197,0.55019441937696,True,0.0045719990000634425,0.004380109000067023,0.00019188999999641965,6,5,1,1,16,49.166666666666664,50.0,0.0003870700002153171,5.736999992222991e-05,0.0005460699999275676,0.11943790887093153,4.222222222222222,1.6426176302987705e-15,3.422120063122439e-17,0.2814042998265344,19.390832941255965,exact,,,,,,,,,strict,1.428069641118275,5.277777777777778,-0.04609955964806378,,,,,,,,
exact_strict_n50_p0.8,exact_strict_n50_p0.8,FB,converged,50,50,0.8,0.1,6.666666666666667,1,6.666666666666668,2.3318452786461733e-16,50,50,0.23097428992562205,0.0,-0.007999999999999997,-0.09999999999999995,False,0.00028239999983270536,0.0001183399999717949,0.00016405999986091047,0,0,0,0,0,,,0.0,0.0,0.0,0.0,9.895833333333337,,,,,exact,,,,,,,,,strict,7.850462293418876e-16,6.666666666666667,8.881784197001252e-16,,,,,,,,
exact_strict_n50_p0.8,exact_strict_n50_p0.8,4V-FB,converged,50,50,0.8,0.1,6.666666666666667,40,6.648715253532268,3.2675841063561698e-12,49,49,0.23097428992562205,0.0,0.04524758524969302,0.5655948156211626,True,0.004819938999844453,0.004627438999932565,0.00019249999991188815,6,5,1,1,16,49.166666666666664,50.0,0.00038009900003999064,6.046999988029711e-05,0.0005421190003289666,0.11247424507788618,9.895833333333337,4.243780639042561e-11,8.841209664672001e-13,0.23097428992562205,15.42314248858413,exact,,,,,,,,,strict,1.451586055032074,6.666666666666667,-0.01795141313439874,,,,,,,,
