run_key,method,iter,eligible_q,scheduled,forced_final,support_size,lambda_min,eta,chosen_sign,actual_drop,required_drop,roundoff_guard,guard_dominates_theory,accepted,eig_time,probe_time,verification_time,regime,geometry,n,p,perturbation,seed
perturbed_strict_n20_p0.5_eps1e-05_seed3102,4V-FB,26,1,True,False,19,0.11003888183882904,0.5628085996530688,-1,-0.01719360763838873,5.219717520319295e-15,2.0650115514630533e-13,True,False,3.786999991461926e-05,9.149999868895975e-06,6.413999994947517e-05,perturbed_saddle,strict,20,0.5,1e-05,3102
perturbed_strict_n20_p0.5_eps1e-05_seed3102,4V-FB,27,2,True,False,19,0.11003888282126184,0.5628085996530688,-1,-0.017193598438420832,5.219717520319295e-15,2.0650115514630492e-13,True,False,2.814000004036643e-05,8.49000002745015e-06,5.1219999932072824e-05,perturbed_saddle,strict,20,0.5,1e-05,3102
perturbed_strict_n20_p0.5_eps1e-05_seed3102,4V-FB,29,4,True,False,19,0.11003888359307311,0.5628085996530688,-1,-0.017193591210811654,5.219717520319295e-15,2.065011551463048e-13,True,False,2.621999988150492e-05,8.470000011584489e-06,4.934000003231631e-05,perturbed_saddle,strict,20,0.5,1e-05,3102
perturbed_strict_n20_p0.5_eps1e-05_seed3102,4V-FB,33,8,True,False,19,0.110038883855308,0.5628085996530688,-1,-0.01719358875511867,5.219717520319295e-15,2.065011551463048e-13,True,False,2.465000011397933e-05,8.230000048570218e-06,4.745999990518612e-05,perturbed_saddle,strict,20,0.5,1e-05,3102
perturbed_strict_n20_p0.5_eps1e-05_seed3102,4V-FB,40,15,False,True,19,0.11003888387539197,0.5628085996530688,-1,-0.01719358856704245,5.219717520319295e-15,2.065011551463048e-13,True,False,2.6130000151169952e-05,8.440000101472833e-06,4.9210000042876345e-05,perturbed_saddle,strict,20,0.5,1e-05,3102
perturbed_strict_n20_p0.5_eps1e-05_seed3103,4V-FB,3,1,True,False,20,-0.012499999986645827,0.5628085996530688,-1,0.0021938653441546663,5.219717520344008e-15,2.1111111111109737e-13,True,True,5.3759999900648836e-05,9.330000011686934e-06,8.280999986709503e-05,perturbed_saddle,strict,20,0.5,1e-05,3103
perturbed_strict_n20_p0.5_eps1e-05_seed3103,4V-FB,26,1,True,False,19,0.11003888183883616,0.5628085996530688,-1,-0.017193607638322117,5.219717520344008e-15,2.0650115514630533e-13,True,False,3.741999989870237e-05,9.340000133306603e-06,6.394999991243822e-05,perturbed_saddle,strict,20,0.5,1e-05,3103
perturbed_strict_n20_p0.5_eps1e-05_seed3103,4V-FB,27,2,True,False,19,0.11003888282126553,0.5628085996530688,-1,-0.017193598438386193,5.219717520344008e-15,2.0650115514630492e-13,True,False,2.9629999971803045e-05,8.67000017024111e-06,5.364999992707453e-05,perturbed_saddle,strict,20,0.5,1e-05,3103
perturbed_strict_n20_p0.5_eps1e-05_seed3103,4V-FB,29,4,True,False,19,0.11003888359307411,0.5628085996530688,-1,-0.017193591210802328,5.219717520344008e-15,2.065011551463048e-13,True,False,2.6680000019041472e-05,8.569999863539124e-06,5.029999988437339e-05,perturbed_saddle,strict,20,0.5,1e-05,3103
perturbed_strict_n20_p0.5_eps1e-05_seed3103,4V-FB,33,8,True,False,19,0.11003888385530808,0.5628085996530688,-1,-0.017193588755118228,5.219717520344008e-15,2.065011551463048e-13,True,False,2.519999998185085e-05,8.539999953427468e-06,4.8660000175004825e-05,perturbed_saddle,strict,20,0.5,1e-05,3103
perturbed_strict_n20_p0.5_eps1e-05_seed3103,4V-FB,40,15,False,True,19,0.11003888387539197,0.5628085996530688,-1,-0.01719358856704245,5.219717520344008e-15,2.065011551463048e-13,True,False,2.6519999892116175e-05,8.610000122644124e-06,5.009000005884445e-05,perturbed_saddle,strict,20,0.5,1e-05,3103
perturbed_strict_n20_p0.5_eps1e-05_seed3104,4V-FB,3,1,True,False,20,-0.012499999981420434,0.5628085996530688,-1,0.0021938600936990404,5.21971752033732e-15,2.1111111111110065e-13,True,True,5.301999999574036e-05,9.739999995872495e-06,8.209999987229821e-05,perturbed_saddle,strict,20,0.5,1e-05,3104
perturbed_strict_n20_p0.5_eps1e-05_seed3104,4V-FB,26,1,True,False,19,0.11003888183883476,0.5628085996530688,-1,-0.017193607638334996,5.21971752033732e-15,2.0650115514630535e-13,True,False,3.6840000120719196e-05,9.309999995821272e-06,6.342999995467835e-05,perturbed_saddle,strict,20,0.5,1e-05,3104
perturbed_strict_n20_p0.5_eps1e-05_seed3104,4V-FB,27,2,True,False,19,0.1100388828212648,0.5628085996530688,-1,-0.017193598438392854,5.21971752033732e-15,2.0650115514630497e-13,True,False,3.5079999861409306e-05,8.770000022195745e-06,5.9720000081142643e-05,perturbed_saddle,strict,20,0.5,1e-05,3104
perturbed_strict_n20_p0.5_eps1e-05_seed3104,4V-FB,29,4,True,False,19,0.1100388835930739,0.5628085996530688,-1,-0.01719359121080455,5.21971752033732e-15,2.065011551463048e-13,True,False,2.5440000172238797e-05,8.890000117389718e-06,4.9099999841928366e-05,perturbed_saddle,strict,20,0.5,1e-05,3104
