run_key,problem,method,status,m,n,p,lambda,initial_objective,iterations,final_objective,final_residual,support_size,raw_nonzero_count,classification_support_threshold,thresholded_tail_norm,lambda_min,relative_lambda_min,numerical_locmin,runtime_total,runtime_algorithm,diagnostic_time,verification_calls,scheduled_verifications,forced_final_verifications,accepted_corrections,eligible_iterations,mean_verify_support,max_verify_support,eig_time,probe_time,verification_time,verification_time_fraction,gamma,kappa0,sigma,eta_lower_bound,log10_theoretical_correction_bound,regime,geometry,perturbation,seed,dirl_config,dirl_alpha,dirl_beta_factor,dirl_mu,dirl_epsilon0,initial_distance_to_saddle,distance_to_saddle,escaped_radius_0p1,F_saddle,objective_change_from_saddle
dirl_sensitivity_mu_0p95_seed2101,exact_quartic_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.1111111953012576,600,2.111111111111111,6.726103794285982e-13,20,20,0.2814042998265344,0.0,-4.539144206339163e-09,-2.2695721031695815e-08,False,0.008700028000248494,0.007988867999983995,0.0007111600002644991,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2101,mu_0p95,0.2,1.0,0.95,0.01,0.0010000000000000135,0.00039761546982667814,False,2.111111111111111,0.0
dirl_sensitivity_mu_0p95_seed2102,exact_quartic_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.1111112109773416,2750,2.1111111111111107,2.341414758865164e-15,20,20,0.2814042998265344,0.0,-3.605447190802025e-11,-1.8027235954010118e-10,False,0.10583171499979471,0.035384862997943856,0.07044685200185086,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2102,mu_0p95,0.2,1.0,0.95,0.01,0.0010000000000000406,3.543693792118617e-05,False,2.111111111111111,-4.440892098500626e-16
dirl_sensitivity_mu_0p95_seed2102,exact_quartic_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.1111112109773416,539,2.111111111111111,1.4545540231164672e-15,20,20,0.2814042998265344,0.0,-3.883701693574437e-11,-1.9418508467872186e-10,False,0.04054238399976384,0.007886557998517674,0.03265582600124617,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2102,mu_0p95,0.2,1.0,0.95,0.01,0.0010000000000000406,3.677894324757472e-05,False,2.111111111111111,0.0
dirl_sensitivity_mu_0p95_seed2103,exact_quartic_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.1111112089219133,2750,2.1111111111111107,3.108041253341858e-14,20,20,0.2814042998265344,0.0,-5.831317928528534e-10,-2.9156589642642664e-09,False,0.10676663400022335,0.03592514600131835,0.070841487998905,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2103,mu_0p95,0.2,1.0,0.95,0.01,0.0009999999999999575,0.00014251470973606465,False,2.111111111111111,-4.440892098500626e-16
dirl_sensitivity_mu_0p95_seed2103,exact_quartic_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.1111112089219133,539,2.1111111111111107,3.468388935688845e-14,20,20,0.2814042998265344,0.0,-6.281306239031004e-10,-3.140653119515502e-09,False,0.04121786400014571,0.008278298000277573,0.03293956599986814,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2103,mu_0p95,0.2,1.0,0.95,0.01,0.0009999999999999575,0.00014791127961389194,False,2.111111111111111,-4.440892098500626e-16
dirl_sensitivity_mu_0p95_seed2104,exact_quartic_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.1111112033020416,2800,2.111111111111111,2.0882815842433252e-13,20,20,0.2814042998265344,0.0,-2.0810214593214305e-09,-1.040510729660715e-08,False,0.03873259400029383,0.0358953640004529,0.002837229999840929,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2104,mu_0p95,0.2,1.0,0.95,0.01,0.0009999999999999027,0.0002692245015844858,False,2.111111111111111,0.0
dirl_sensitivity_mu_0p95_seed2104,exact_quartic_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.1111112033020416,600,2.111111111111111,2.334601069616498e-13,20,20,0.2814042998265344,0.0,-2.2415786588014797e-09,-1.1207893294007398e-08,False,0.009041149000040605,0.008324510000193186,0.0007166389998474187,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2104,mu_0p95,0.2,1.0,0.95,0.01,0.0009999999999999027,0.00027941729857956213,False,2.111111111111111,0.0
dirl_sensitivity_mu_0p95_seed2105,exact_quartic_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.1111112076867196,2750,2.1111111111111107,6.065711757788479e-14,20,20,0.2814042998265344,0.0,-9.12329843616444e-10,-4.561649218082218e-09,False,0.10731496399989737,0.03693805399871053,0.07037691000118684,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2105,mu_0p95,0.2,1.0,0.95,0.01,0.0009999999999999567,0.00017825932581200558,False,2.111111111111111,-4.440892098500626e-16
dirl_sensitivity_mu_0p95_seed2105,exact_quartic_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.1111112076867196,539,2.111111111111111,6.776684558353125e-14,20,20,0.2814042998265344,0.0,-9.82657615000715e-10,-4.9132880750035746e-09,False,0.04117717399981302,0.008256949000269742,0.03292022499954328,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2105,mu_0p95,0.2,1.0,0.95,0.01,0.0009999999999999567,0.0001850024239557374,False,2.111111111111111,0.0
dirl_sensitivity_beta_factor_2p0_seed2101,exact_quartic_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.1111111953012576,1400,2.1111111111111107,6.541879657796912e-13,20,20,0.2814042998265344,0.0,-4.455972611727699e-09,-2.2279863058638487e-08,False,0.01940845699982674,0.017921318000617248,0.0014871389992094919,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2101,beta_factor_2p0,0.2,2.0,0.9,0.01,0.0010000000000000135,0.0003939558387369959,False,2.111111111111111,-4.440892098500626e-16
dirl_sensitivity_beta_factor_2p0_seed2101,exact_quartic_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.1111111953012576,300,2.1111111111111107,6.727115052670146e-13,20,20,0.2814042998265344,0.0,-4.539570476469468e-09,-2.269785238234731e-08,False,0.0046225789999425615,0.004183849000128248,0.0004387299998143135,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2101,beta_factor_2p0,0.2,2.0,0.9,0.01,0.0010000000000000135,0.0003976341390372981,False,2.111111111111111,-4.440892098500626e-16
dirl_sensitivity_beta_factor_2p0_seed2102,exact_quartic_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.1111112109773416,1368,2.111111111111111,3.675344736586696e-15,20,20,0.2814042998265344,0.0,-3.812480192655343e-11,-1.9062400963276703e-10,False,0.04945409300012216,0.018122486997754095,0.03133160600236806,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2102,beta_factor_2p0,0.2,2.0,0.9,0.01,0.0010000000000000406,3.64401776633942e-05,False,2.111111111111111,0.0
dirl_sensitivity_beta_factor_2p0_seed2102,exact_quartic_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.1111112109773416,263,2.1111111111111107,6.840148496257512e-14,20,20,0.2814042998265344,0.0,-3.884118027208672e-11,-1.9420590136042764e-10,False,0.005529038999839031,0.0036846689999947557,0.0018443699998442753,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2102,beta_factor_2p0,0.2,2.0,0.9,0.01,0.0010000000000000406,3.6780578197569776e-05,False,2.111111111111111,-4.440892098500626e-16
dirl_sensitivity_beta_factor_2p0_seed2103,exact_quartic_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.1111112089219133,1368,2.111111111111111,3.386724743173386e-14,20,20,0.2814042998265344,0.0,-6.166163413201531e-10,-3.0830817066007633e-09,False,0.04927144299995234,0.018035197999779484,0.031236245000172858,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2103,beta_factor_2p0,0.2,2.0,0.9,0.01,0.0009999999999999575,0.00014654933251937266,False,2.111111111111111,0.0
dirl_sensitivity_beta_factor_2p0_seed2103,exact_quartic_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.1111112089219133,263,2.1111111111111107,7.363045305906488e-14,20,20,0.2814042998265344,0.0,-6.281886538728187e-10,-3.1409432693640114e-09,False,0.005640848999973969,0.003701418999753514,0.0019394300002204545,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2103,beta_factor_2p0,0.2,2.0,0.9,0.01,0.0009999999999999575,0.0001479180416509615,False,2.111111111111111,-4.440892098500626e-16
dirl_sensitivity_beta_factor_2p0_seed2104,exact_quartic_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.1111112033020416,1368,2.1111111111111107,2.2705238321610965e-13,20,20,0.2814042998265344,0.0,-2.2005134936442516e-09,-1.1002567468221252e-08,False,0.0454480829998829,0.01805753699932211,0.02739054600056079,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2104,beta_factor_2p0,0.2,2.0,0.9,0.01,0.0009999999999999027,0.0002768460450362765,False,2.111111111111111,-4.440892098500626e-16
dirl_sensitivity_beta_factor_2p0_seed2104,exact_quartic_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.1111112033020416,263,2.1111111111111116,2.4215623721178824e-13,20,20,0.2814042998265344,0.0,-2.241794326562907e-09,-1.1208971632814328e-08,False,0.004941550000012285,0.0036663899998075067,0.001275160000204778,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2104,beta_factor_2p0,0.2,2.0,0.9,0.01,0.0009999999999999027,0.0002794307186090956,False,2.111111111111111,4.440892098500626e-16
dirl_sensitivity_beta_factor_2p0_seed2105,exact_quartic_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.1111112076867196,1368,2.1111111111111103,6.599432656924565e-14,20,20,0.2814042998265344,0.0,-9.64717014606542e-10,-4.823585073032707e-09,False,0.049791033000019524,0.01869156800125893,0.031099464998760595,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2105,beta_factor_2p0,0.2,2.0,0.9,0.01,0.0009999999999999567,0.00018330583532606302,False,2.111111111111111,-8.881784197001252e-16
dirl_sensitivity_beta_factor_2p0_seed2105,exact_quartic_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.1111112076867196,263,2.111111111111111,9.423413186066337e-14,20,20,0.2814042998265344,0.0,-9.82779142788548e-10,-4.913895713942635e-09,False,0.005622399000003497,0.003675319000649324,0.0019470799993541732,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,dirl_sensitivity,quartic,0.001,2105,beta_factor_2p0,0.2,2.0,0.9,0.01,0.0009999999999999567,0.0001850139531247235,False,2.111111111111111,0.0
