run_key,problem,method,status,m,n,p,lambda,initial_objective,iterations,final_objective,final_residual,support_size,raw_nonzero_count,classification_support_threshold,thresholded_tail_norm,lambda_min,relative_lambda_min,numerical_locmin,runtime_total,runtime_algorithm,diagnostic_time,verification_calls,scheduled_verifications,forced_final_verifications,accepted_corrections,eligible_iterations,mean_verify_support,max_verify_support,eig_time,probe_time,verification_time,verification_time_fraction,gamma,kappa0,sigma,eta_lower_bound,log10_theoretical_correction_bound,regime,geometry,perturbation,seed,initial_distance_to_saddle,distance_to_saddle,escaped_radius_0p1,F_saddle,objective_change_from_saddle
perturbed_strict_n20_p0.5_eps1e-03_seed3103,exact_strict_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.1111111945814014,1100,2.0650115514631646,3.987336889690997e-12,19,20,0.2814042998265344,1.3724776317912127e-24,0.11003888387536818,0.5501944193768409,True,0.01637264700002561,0.015177637000078903,0.0011950099999467056,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,0.001,3103,0.0010000000000000434,1.4280696411156508,True,2.111111111111111,-0.04609955964794654
perturbed_strict_n20_p0.5_eps1e-03_seed3103,exact_strict_n20_p0.5,4V-FB,converged,20,20,0.5,0.1,2.1111111945814014,162,2.065011551463048,3.4681731171148337e-12,19,19,0.2814042998265344,0.0,0.11003888387539759,0.5501944193769881,True,0.016222738000124082,0.016067408000026262,0.00015533000009781972,5,4,1,0,15,19.0,19.0,0.00017225999999936903,4.478000005292415e-05,0.0002983400001994596,0.0183902372211878,4.222222222222222,2.4971533822671335e-12,5.2024028797231946e-14,0.2814042998265344,15.810984210802811,perturbed_saddle,strict,0.001,3103,0.0010000000000000434,1.4280696411188953,True,2.111111111111111,-0.04609955964806334
perturbed_strict_n20_p0.5_eps1e-03_seed3104,exact_strict_n20_p0.5,FB,converged,20,20,0.5,0.1,2.1111111984572473,164,2.065011551463048,3.5310701730993873e-12,19,19,0.2814042998265344,0.0,0.11003888387539403,0.5501944193769702,True,0.015475607999860586,0.015333037999880617,0.000142569999979969,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,0.001,3104,0.0009999999999999256,1.4280696411185019,True,2.111111111111111,-0.04609955964806334
perturbed_strict_n20_p0.5_eps1e-03_seed3104,exact_strict_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.1111111984572473,1368,2.065011551463047,2.4901008837531957e-15,19,20,0.2814042998265344,9.908978898405523e-67,0.11003888387559405,0.5501944193779701,True,0.049798562999967544,0.01781484700063629,0.03198371599933125,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,0.001,3104,0.0009999999999999256,1.4280696411405713,True,2.111111111111111,-0.046099559648064226
perturbed_strict_n20_p0.5_eps1e-03_seed3104,exact_strict_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.1111111984572473,1153,2.0650115514630496,1.0465649433963185e-13,19,20,0.2814042998265344,2.7033102863314115e-28,0.11003888387558809,0.5501944193779404,True,0.017119817999855513,0.015821377999373,0.0012984400004825147,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,0.001,3104,0.0009999999999999256,1.4280696411399145,True,2.111111111111111,-0.04609955964806156
perturbed_strict_n20_p0.5_eps1e-03_seed3104,exact_strict_n20_p0.5,4V-FB,converged,20,20,0.5,0.1,2.1111111984572473,164,2.065011551463048,3.5310701730993873e-12,19,19,0.2814042998265344,0.0,0.11003888387539403,0.5501944193769702,True,0.016413606999776675,0.01625922699986404,0.00015437999991263496,5,4,1,0,15,19.0,19.0,0.00016825000011522206,4.469999976208783e-05,0.00029376999964370043,0.01789795501060172,4.222222222222222,2.4971533502154717e-12,5.2024028129488996e-14,0.2814042998265344,15.810984217174436,perturbed_saddle,strict,0.001,3104,0.0009999999999999256,1.4280696411185019,True,2.111111111111111,-0.04609955964806334
perturbed_strict_n20_p0.5_eps1e-03_seed3105,exact_strict_n20_p0.5,FB,converged,20,20,0.5,0.1,2.1111112111115493,272,2.065011551463048,3.596491525645194e-12,19,19,0.2814042998265344,0.0,0.11003888387539032,0.5501944193769517,True,0.025204016000088814,0.025065265999955955,0.00013875000013285899,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,0.001,3105,0.0010000000000000482,1.4280696411180924,True,2.111111111111111,-0.04609955964806334
perturbed_strict_n20_p0.5_eps1e-03_seed3105,exact_strict_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.1111112111115493,1500,2.0650115514631175,8.0430510592561e-13,19,20,0.2814042998265344,4.848927789168055e-25,0.11003888387554847,0.5501944193777423,True,0.019763837000027706,0.018190066999750343,0.0015737700002773636,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,0.001,3105,0.0010000000000000482,1.4280696411355416,True,2.111111111111111,-0.046099559647993615
perturbed_strict_n20_p0.5_eps1e-03_seed3105,exact_strict_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.1111112111115493,1800,2.0650115514631815,4.4688464686836116e-12,19,20,0.2814042998265344,1.7930721924404495e-24,0.11003888387534091,0.5501944193767045,True,0.025666646999980003,0.02381543699948452,0.0018512100004954846,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,0.001,3105,0.0010000000000000482,1.4280696411126415,True,2.111111111111111,-0.04609955964792967
perturbed_strict_n20_p0.5_eps1e-03_seed3105,exact_strict_n20_p0.5,4V-FB,converged,20,20,0.5,0.1,2.1111112111115493,41,2.065011551463048,3.567356936167399e-12,19,19,0.2814042998265344,0.0,0.11003888387539197,0.55019441937696,True,0.004520439999851078,0.004368350000049759,0.0001520899998013192,6,5,1,1,16,19.166666666666668,20.0,0.00020998000036343,5.407000003287976e-05,0.0003618200000801153,0.08004088099654794,4.222222222222222,2.4971532455695645e-12,5.2024025949365924e-14,0.2814042998265344,15.81098423797724,perturbed_saddle,strict,0.001,3105,0.0010000000000000482,1.428069641118275,True,2.111111111111111,-0.04609955964806334
perturbed_strict_n20_p0.5_eps1e-05_seed3101,exact_strict_n20_p0.5,FB,converged,20,20,0.5,0.1,2.111111111121102,287,2.065011551463048,3.5777696594825677e-12,19,19,0.2814042998265344,0.0,0.11003888387539139,0.550194419376957,True,0.026577875999919343,0.026438875999929223,0.00013899999999011925,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,1e-05,3101,9.999999999856485e-06,1.4280696411182108,True,2.111111111111111,-0.04609955964806334
perturbed_strict_n20_p0.5_eps1e-05_seed3101,exact_strict_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.111111111121102,1598,2.0650115514630545,9.498609231181355e-14,19,20,0.2814042998265344,4.720473720670919e-27,0.11003888387558865,0.5501944193779432,True,0.021024686999908226,0.019354497999529485,0.0016701890003787412,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,1e-05,3101,9.999999999856485e-06,1.4280696411399751,True,2.111111111111111,-0.046099559648056676
perturbed_strict_n20_p0.5_eps1e-05_seed3101,exact_strict_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.111111111121102,1900,2.0650115514631193,2.6129628209006353e-12,19,20,0.2814042998265344,5.095044603954174e-25,0.11003888387544604,0.5501944193772301,True,0.02711312600013116,0.025175167000725196,0.0019379589994059643,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,1e-05,3101,9.999999999856485e-06,1.4280696411242397,True,2.111111111111111,-0.04609955964799184
perturbed_strict_n20_p0.5_eps1e-05_seed3101,exact_strict_n20_p0.5,4V-FB,converged,20,20,0.5,0.1,2.111111111121102,40,2.065011551463048,3.567356936167399e-12,19,19,0.2814042998265344,0.0,0.11003888387539197,0.55019441937696,True,0.004404449000048771,0.0042529889999514126,0.00015146000009735872,6,5,1,1,16,19.166666666666668,20.0,0.00020390999975461455,5.24599997788755e-05,0.000351290000253357,0.07975799021613535,4.222222222222222,2.497154072449839e-12,5.202404317603831e-14,0.2814042998265344,15.810984073599814,perturbed_saddle,strict,1e-05,3101,9.999999999856485e-06,1.428069641118275,True,2.111111111111111,-0.04609955964806334
perturbed_strict_n20_p0.5_eps1e-05_seed3102,exact_strict_n20_p0.5,FB,converged,20,20,0.5,0.1,2.111111111120888,259,2.065011551463048,3.6133201693868803e-12,19,19,0.2814042998265344,0.0,0.11003888387538938,0.550194419376947,True,0.02405878600006872,0.023919945999978154,0.00013884000009056763,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,1e-05,3102,9.999999999985434e-06,1.4280696411179883,True,2.111111111111111,-0.04609955964806334
perturbed_strict_n20_p0.5_eps1e-05_seed3102,exact_strict_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.111111111120888,1453,2.065011551463055,1.0287379564834669e-13,19,20,0.2814042998265344,5.6336669061879914e-27,0.11003888387558819,0.5501944193779409,True,0.019153447000007873,0.017587186999890037,0.0015662600001178362,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,1e-05,3102,9.999999999985434e-06,1.4280696411399252,True,2.111111111111111,-0.04609955964805623
perturbed_strict_n20_p0.5_eps1e-05_seed3102,exact_strict_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.111111111120888,1757,2.0650115514630496,1.1149780176398699e-13,19,20,0.2814042998265344,3.143936828059852e-28,0.1100388838755877,0.5501944193779384,True,0.024940127000036227,0.02310122699987005,0.001838900000166177,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,1e-05,3102,9.999999999985434e-06,1.428069641139871,True,2.111111111111111,-0.04609955964806156
perturbed_strict_n20_p0.5_eps1e-05_seed3102,exact_strict_n20_p0.5,4V-FB,converged,20,20,0.5,0.1,2.111111111120888,40,2.065011551463048,3.567356936167399e-12,19,19,0.2814042998265344,0.0,0.11003888387539197,0.55019441937696,True,0.004430519000152344,0.004278009000017846,0.00015251000013449811,6,5,1,1,16,19.166666666666668,20.0,0.00019629000007626018,5.2209999921615236e-05,0.00034375999985059025,0.07758910408436799,4.222222222222222,2.4971540724516064e-12,5.2024043176075136e-14,0.2814042998265344,15.810984073599462,perturbed_saddle,strict,1e-05,3102,9.999999999985434e-06,1.428069641118275,True,2.111111111111111,-0.04609955964806334
perturbed_strict_n20_p0.5_eps1e-05_seed3103,exact_strict_n20_p0.5,FB,converged,20,20,0.5,0.1,2.1111111111194583,242,2.065011551463048,3.5303339199356883e-12,19,19,0.2814042998265344,0.0,0.11003888387539407,0.5501944193769704,True,0.022466405999921335,0.022327586000074007,0.0001388199998473283,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,1e-05,3103,1.000000000002935e-05,1.4280696411185063,True,2.111111111111111,-0.04609955964806334
perturbed_strict_n20_p0.5_eps1e-05_seed3103,exact_strict_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.1111111111194583,1368,2.0650115514630514,5.779541875315203e-14,19,20,0.2814042998265344,1.6249252189328703e-27,0.11003888387559076,0.5501944193779535,True,0.018520508000165137,0.01658630899964919,0.001934199000515946,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,1e-05,3103,1.000000000002935e-05,1.4280696411402074,True,2.111111111111111,-0.046099559648059785
perturbed_strict_n20_p0.5_eps1e-05_seed3103,exact_strict_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.1111111111194583,1600,2.0650115514633622,9.264063297500755e-12,19,20,0.2814042998265344,9.90588736160352e-24,0.11003888387506933,0.5501944193753466,True,0.022879855999690335,0.021219586999905005,0.0016602689997853304,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,1e-05,3103,1.000000000002935e-05,1.4280696410826754,True,2.111111111111111,-0.04609955964774892
perturbed_strict_n20_p0.5_eps1e-05_seed3103,exact_strict_n20_p0.5,4V-FB,converged,20,20,0.5,0.1,2.1111111111194583,40,2.065011551463048,3.567356936167399e-12,19,19,0.2814042998265344,0.0,0.11003888387539197,0.55019441937696,True,0.004441300000053161,0.004289620000008654,0.00015168000004450732,6,5,1,1,16,19.166666666666668,20.0,0.00019920999966416275,5.306000025484536e-05,0.00034945999982483045,0.07868416900921972,4.222222222222222,2.4971540724634293e-12,5.2024043176321444e-14,0.2814042998265344,15.810984073597114,perturbed_saddle,strict,1e-05,3103,1.000000000002935e-05,1.4280696411182752,True,2.111111111111111,-0.04609955964806334
perturbed_strict_n20_p0.5_eps1e-05_seed3104,exact_strict_n20_p0.5,FB,converged,20,20,0.5,0.1,2.111111111119845,244,2.065011551463048,3.59091703740576e-12,19,19,0.2814042998265344,0.0,0.11003888387539065,0.5501944193769533,True,0.022694406999789862,0.022555416999921363,0.00013898999986849958,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,1e-05,3104,1.0000000000001539e-05,1.4280696411181284,True,2.111111111111111,-0.04609955964806334
perturbed_strict_n20_p0.5_eps1e-05_seed3104,exact_strict_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.111111111119845,1375,2.065011551463055,9.772761467998746e-14,19,20,0.2814042998265344,5.0682429192300185e-27,0.11003888387558848,0.5501944193779423,True,0.01831099700007144,0.01681748800024252,0.0014935089998289186,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,1e-05,3104,1.0000000000001539e-05,1.428069641139957,True,2.111111111111111,-0.04609955964805623
perturbed_strict_n20_p0.5_eps1e-05_seed3104,exact_strict_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.111111111119845,1661,2.0650115514630496,1.1349606169597413e-13,19,20,0.2814042998265344,3.270719336739094e-28,0.11003888387558759,0.5501944193779379,True,0.02369922699995186,0.02194089800036636,0.0017583289995855012,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,1e-05,3104,1.0000000000001539e-05,1.428069641139859,True,2.111111111111111,-0.04609955964806156
perturbed_strict_n20_p0.5_eps1e-05_seed3104,exact_strict_n20_p0.5,4V-FB,converged,20,20,0.5,0.1,2.111111111119845,40,2.065011551463048,3.567356936167399e-12,19,19,0.2814042998265344,0.0,0.11003888387539197,0.55019441937696,True,0.004397018999725333,0.0042465889998766215,0.0001504299998487113,6,5,1,1,16,19.166666666666668,20.0,0.0002002700000502955,5.3739999884783174e-05,0.0003505399995447078,0.07972219350578309,4.222222222222222,2.4971540724602296e-12,5.202404317625478e-14,0.2814042998265344,15.81098407359775,perturbed_saddle,strict,1e-05,3104,1.0000000000001539e-05,1.4280696411182752,True,2.111111111111111,-0.04609955964806334
perturbed_strict_n20_p0.5_eps1e-05_seed3105,exact_strict_n20_p0.5,FB,converged,20,20,0.5,0.1,2.111111111121111,353,2.065011551463048,3.4708025926994723e-12,19,19,0.2814042998265344,0.0,0.11003888387539744,0.5501944193769873,True,0.03258244499988905,0.03244423499995719,0.00013820999993185978,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,1e-05,3105,1.0000000000027155e-05,1.4280696411188785,True,2.111111111111111,-0.04609955964806334
perturbed_strict_n20_p0.5_eps1e-05_seed3105,exact_strict_n20_p0.5,DIRL1,converged,20,20,0.5,0.1,2.111111111121111,1900,2.0650115514635003,4.521120518424548e-12,19,20,0.2814042998265344,2.0480909414479987e-23,0.11003888387533796,0.5501944193766898,True,0.024781727000117826,0.022850467000125718,0.0019312599999921076,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,1e-05,3105,1.0000000000027155e-05,1.428069641112315,True,2.111111111111111,-0.04609955964761081
perturbed_strict_n20_p0.5_eps1e-05_seed3105,exact_strict_n20_p0.5,DIRL2,converged,20,20,0.5,0.1,2.111111111121111,2348,2.0650115514630496,1.0771163945056763e-13,19,20,0.2814042998265344,2.893987821199801e-28,0.11003888387558793,0.5501944193779396,True,0.033360965999918335,0.030945686000450223,0.0024152799994681118,0,0,0,0,0,,,0.0,0.0,0.0,0.0,4.222222222222222,,,,,perturbed_saddle,strict,1e-05,3105,1.0000000000027155e-05,1.428069641139895,True,2.111111111111111,-0.04609955964806156
perturbed_strict_n20_p0.5_eps1e-05_seed3105,exact_strict_n20_p0.5,4V-FB,converged,20,20,0.5,0.1,2.111111111121111,40,2.065011551463048,3.567356936167399e-12,19,19,0.2814042998265344,0.0,0.11003888387539197,0.55019441937696,True,0.004390969000041878,0.004240269000092667,0.0001506999999492109,6,5,1,1,16,19.166666666666668,20.0,0.00019455000051493698,5.2590000223062816e-05,0.00034070000015162805,0.07759107389470951,4.222222222222222,2.497154072449762e-12,5.20240431760367e-14,0.2814042998265344,15.81098407359983,perturbed_saddle,strict,1e-05,3105,1.0000000000027155e-05,1.428069641118275,True,2.111111111111111,-0.04609955964806334
