run_key,method,iter,eligible_q,scheduled,forced_final,support_size,lambda_min,eta,chosen_sign,actual_drop,required_drop,roundoff_guard,guard_dominates_theory,accepted,eig_time,probe_time,verification_time,regime,schedule,n,p,seed
schedule_ablation_every_eligible,4V-FB,1543,2,True,False,51,0.04450507267292027,0.04944142818870401,1,-5.428117337569205e-05,9.533972675049429e-32,5.277084562092823e-13,True,False,9.736999982123962e-05,1.083999995898921e-05,0.0001264100001208135,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1544,3,True,False,51,0.04450507258054669,0.04944142818870401,1,-5.428121608375136e-05,9.533972675049429e-32,5.277084562092821e-13,True,False,8.657999978822772e-05,1.0390000170446001e-05,0.00011364000010871678,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1545,4,True,False,51,0.04450507248905851,0.04944142818870401,1,-5.428125837170228e-05,9.533972675049429e-32,5.277084562092819e-13,True,False,8.1659999978001e-05,1.0270000075252028e-05,0.0001079900000604539,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1546,5,True,False,51,0.04450507239844738,0.04944142818870401,1,-5.428130024665023e-05,9.533972675049429e-32,5.277084562092816e-13,True,False,8.002000004125875e-05,1.0129999964192393e-05,0.00010608000002321205,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1547,6,True,False,51,0.044505072308705276,0.04944142818870401,1,-5.428134170770704e-05,9.533972675049429e-32,5.277084562092813e-13,True,False,8.05599997875106e-05,1.0409999958937988e-05,0.0001073899998118577,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1548,7,True,False,51,0.04450507221982267,0.04944142818870401,1,-5.4281382761978136e-05,9.533972675049429e-32,5.277084562092812e-13,True,False,7.912000000942498e-05,1.0119999842572724e-05,0.00010502999998607265,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1549,8,True,False,51,0.04450507213179272,0.04944142818870401,1,-5.428142341568076e-05,9.533972675049429e-32,5.277084562092811e-13,True,False,7.845999994060548e-05,1.0440000096423319e-05,0.00010444000008646981,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1550,9,True,False,51,0.044505072044606145,0.04944142818870401,1,-5.42814636697031e-05,9.533972675049429e-32,5.277084562092809e-13,True,False,7.862999996177678e-05,1.001999999061809e-05,0.00010463999979037908,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1551,10,True,False,51,0.044505071958256176,0.04944142818870401,1,-5.428150352937422e-05,9.533972675049429e-32,5.277084562092808e-13,True,False,7.824999988770287e-05,1.0239999937766697e-05,0.00010410999993837322,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1552,11,True,False,51,0.044505071872733906,0.04944142818870401,1,-5.4281542997358656e-05,9.533972675049429e-32,5.277084562092804e-13,True,False,7.97100001364015e-05,1.0210000027655042e-05,0.00010573000008662348,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1553,12,True,False,51,0.04450507178803184,0.04944142818870401,1,-5.428158207454459e-05,9.533972675049429e-32,5.277084562092804e-13,True,False,7.86699999935081e-05,1.0279999969498022e-05,0.00010457999997015577,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1554,13,True,False,51,0.04450507170414224,0.04944142818870401,1,-5.4281620772478334e-05,9.533972675049429e-32,5.277084562092802e-13,True,False,7.832999995116552e-05,1.0049999900729745e-05,0.00010397999994893325,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1555,14,True,False,51,0.04450507162105638,0.04944142818870401,1,-5.428165908760718e-05,9.533972675049429e-32,5.277084562092801e-13,True,False,7.7739999824189e-05,1.0040000006483751e-05,0.00010307999991709949,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1556,15,True,False,51,0.0445050715387678,0.04944142818870401,1,-5.4281697027924736e-05,9.533972675049429e-32,5.277084562092799e-13,True,False,7.831000016267353e-05,1.0040000006483751e-05,0.0001038999998854706,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1557,16,True,False,51,0.04450507145726823,0.04944142818870401,1,-5.428173459698371e-05,9.533972675049429e-32,5.277084562092797e-13,True,False,8.555999988857366e-05,1.0289999863744015e-05,0.0001116999999339896,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1558,17,True,False,51,0.04450507137655052,0.04944142818870401,1,-5.428177179656046e-05,9.533972675049429e-32,5.277084562092796e-13,True,False,7.795999999871128e-05,1.0529999826758285e-05,0.00010404999989077623,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1559,18,True,False,51,0.044505071296607274,0.04944142818870401,1,-5.4281808630207706e-05,9.533972675049429e-32,5.277084562092794e-13,True,False,7.862999996177678e-05,1.0169999995923718e-05,0.00010466999992786441,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1560,19,True,False,51,0.04450507121743082,0.04944142818870401,1,-5.4281845101478154e-05,9.533972675049429e-32,5.277084562092793e-13,True,False,7.819000006747956e-05,1.0230000043520704e-05,0.00010444000008646981,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1561,20,True,False,51,0.04450507113901374,0.04944142818870401,1,-5.428188121836541e-05,9.533972675049429e-32,5.277084562092791e-13,True,False,7.864999997764244e-05,1.0180000117543386e-05,0.00010540000016590056,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1562,21,True,False,51,0.04450507106134817,0.04944142818870401,1,-5.428191697731677e-05,9.533972675049429e-32,5.27708456209279e-13,True,False,8.461000015813624e-05,1.0449999990669312e-05,0.00011165999990225828,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1563,22,True,False,51,0.04450507098442909,0.04944142818870401,1,-5.428195238632583e-05,9.533972675049429e-32,5.277084562092789e-13,True,False,7.776000006742834e-05,1.005000012810342e-05,0.00010330000009162177,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1564,23,True,False,51,0.04450507090824772,0.04944142818870401,1,-5.4281987447168945e-05,9.533972675049429e-32,5.277084562092788e-13,True,False,7.744000004095142e-05,9.960000170394778e-06,0.00010302999999112217,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1565,24,True,False,51,0.0445050708327968,0.04944142818870401,1,-5.4282022164287014e-05,9.533972675049429e-32,5.277084562092787e-13,True,False,7.768000000396569e-05,9.900000122797792e-06,0.00010309000003871915,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1566,25,True,False,51,0.04450507075807009,0.04944142818870401,1,-5.428205654034457e-05,9.533972675049429e-32,5.277084562092785e-13,True,False,7.732999984000344e-05,9.979999958886765e-06,0.00010263000012855628,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1567,26,True,False,51,0.0445050706840604,0.04944142818870401,1,-5.428209058155886e-05,9.533972675049429e-32,5.277084562092782e-13,True,False,7.720999997218314e-05,1.6510000023117755e-05,0.00010888000019804167,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1568,27,True,False,51,0.04450507061076048,0.04944142818870401,1,-5.4282124285265354e-05,9.533972675049429e-32,5.277084562092782e-13,True,False,7.787999993524863e-05,9.959999943021103e-06,0.00010305000000698783,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1569,28,True,False,51,0.044505070538164354,0.04944142818870401,1,-5.4282157657681296e-05,9.533972675049429e-32,5.277084562092782e-13,True,False,7.651000009900599e-05,9.979999958886765e-06,0.00010152999993806588,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1570,29,True,False,51,0.04450507046626535,0.04944142818870401,1,-5.4282190705912114e-05,9.533972675049429e-32,5.27708456209278e-13,True,False,7.600999992973811e-05,9.859999863692792e-06,0.0001012300001548283,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1571,30,True,False,51,0.044505070395056634,0.04944142818870401,1,-5.428222342818145e-05,9.533972675049429e-32,5.277084562092778e-13,True,False,7.699999991928053e-05,9.970000064640772e-06,0.00010211000017079641,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1572,31,True,False,51,0.044505070324530605,0.04944142818870401,1,-5.4282255828930204e-05,9.533972675049429e-32,5.277084562092777e-13,True,False,7.649999997738632e-05,9.910000017043785e-06,0.00010141999996449158,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1573,32,True,False,51,0.044505070254681964,0.04944142818870401,1,-5.428228791259926e-05,9.533972675049429e-32,5.277084562092776e-13,True,False,7.744999993519741e-05,9.899999895424116e-06,0.00010232999989057134,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1574,33,True,False,51,0.04450507018550377,0.04944142818870401,1,-5.4282319680076796e-05,9.533972675049429e-32,5.277084562092775e-13,True,False,7.646999983990099e-05,9.750000117492164e-06,0.00010167000004912552,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1575,34,True,False,51,0.04450507011698911,0.04944142818870401,1,-5.428235113491553e-05,9.533972675049429e-32,5.277084562092775e-13,True,False,7.615000004079775e-05,1.0129999964192393e-05,0.00010139999994862592,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1576,35,True,False,51,0.04450507004913336,0.04944142818870401,1,-5.428238228422089e-05,9.533972675049429e-32,5.277084562092773e-13,True,False,7.698000013078854e-05,9.959999943021103e-06,0.00010222000014437072,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1577,36,True,False,51,0.04450506998192817,0.04944142818870401,1,-5.428241312532833e-05,9.533972675049429e-32,5.277084562092772e-13,True,False,7.641000001967768e-05,1.0180000117543386e-05,0.00010188999999627413,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1578,37,True,False,51,0.04450506991536818,0.04944142818870401,1,-5.4282443665343294e-05,9.533972675049429e-32,5.277084562092771e-13,True,False,8.421999996244267e-05,1.042999997480365e-05,0.00010993999990205339,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1579,38,True,False,51,0.04450506984944738,0.04944142818870401,1,-5.428247390337759e-05,9.533972675049429e-32,5.27708456209277e-13,True,False,7.733000006737711e-05,9.979999958886765e-06,0.00010253000004922797,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1580,39,True,False,51,0.0445050697841604,0.04944142818870401,1,-5.42825038447603e-05,9.533972675049429e-32,5.277084562092769e-13,True,False,7.709000010436284e-05,1.0059999794975738e-05,0.00010227999996459403,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1581,40,True,False,51,0.04450506971949948,0.04944142818870401,1,-5.4282533493932306e-05,9.533972675049429e-32,5.277084562092767e-13,True,False,7.740999990346609e-05,1.0169999995923718e-05,0.0001029099998959282,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1582,41,True,False,51,0.04450506965545929,0.04944142818870401,1,-5.428256285266997e-05,9.533972675049429e-32,5.277084562092767e-13,True,False,7.664000008844596e-05,9.819999831961468e-06,0.00010130999999091728,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1583,42,True,False,51,0.044505069592034804,0.04944142818870401,1,-5.428259192186147e-05,9.533972675049429e-32,5.277084562092766e-13,True,False,8.305999995172897e-05,1.0200000133409048e-05,0.00010866999991776538,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1584,43,True,False,51,0.04450506952921911,0.04944142818870401,1,-5.4282620705059514e-05,9.533972675049429e-32,5.277084562092765e-13,True,False,7.715000015195983e-05,9.979999958886765e-06,0.0001022399999328627,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1585,44,True,False,51,0.04450506946700701,0.04944142818870401,1,-5.4282649206705e-05,9.533972675049429e-32,5.277084562092764e-13,True,False,7.683999979235523e-05,1.005000012810342e-05,0.00010193000002800545,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1586,45,True,False,51,0.04450506940539173,0.04944142818870401,1,-5.428267742679793e-05,9.533972675049429e-32,5.277084562092762e-13,True,False,7.668000012017728e-05,9.879999879558454e-06,0.00010178000002269982,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1587,46,True,False,51,0.04450506934436928,0.04944142818870401,1,-5.428270537155555e-05,9.533972675049429e-32,5.277084562092762e-13,True,False,7.654000000911765e-05,9.999999974752427e-06,0.00010171000008085684,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1588,47,True,False,51,0.044505069283932414,0.04944142818870401,1,-5.4282733042754217e-05,9.533972675049429e-32,5.277084562092762e-13,True,False,7.66100001783343e-05,1.0029999884864083e-05,0.00010165000003325986,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1589,48,True,False,51,0.04450506922407593,0.04944142818870401,1,-5.428276044128211e-05,9.533972675049429e-32,5.27708456209276e-13,True,False,7.80099999246886e-05,9.95000004877511e-06,0.00010324999993827078,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1590,49,True,False,51,0.04450506916479503,0.04944142818870401,1,-5.428278756980376e-05,9.533972675049429e-32,5.27708456209276e-13,True,False,7.714999992458615e-05,9.770000133357826e-06,0.00010183999984292313,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1591,50,True,False,51,0.04450506910608333,0.04944142818870401,1,-5.42828144354246e-05,9.533972675049429e-32,5.277084562092759e-13,True,False,7.660999995096063e-05,9.999999974752427e-06,0.00010154000005968555,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1592,51,True,False,51,0.04450506904793575,0.04944142818870401,1,-5.4282841032815554e-05,9.533972675049429e-32,5.277084562092759e-13,True,False,7.72800001413998e-05,9.999999974752427e-06,0.00010261000011269061,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1593,52,True,False,51,0.0445050689903467,0.04944142818870401,1,-5.428286737263477e-05,9.533972675049429e-32,5.277084562092757e-13,True,False,7.650000020476e-05,9.930000032909447e-06,0.00010167000004912552,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1594,53,True,False,51,0.04450506893331113,0.04944142818870401,1,-5.4282893452217706e-05,9.533972675049429e-32,5.277084562092757e-13,True,False,8.603000014772988e-05,1.025999995363236e-05,0.00011195000001862354,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1595,54,True,False,51,0.044505068876823775,0.04944142818870401,1,-5.428291927600526e-05,9.533972675049429e-32,5.277084562092757e-13,True,False,7.67300000461546e-05,9.989999853132758e-06,0.00010195999993811711,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1596,55,True,False,51,0.04450506882087921,0.04944142818870401,1,-5.428294484666196e-05,9.533972675049429e-32,5.277084562092756e-13,True,False,7.6459999945655e-05,9.729999874252826e-06,0.00010122999992745463,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1597,56,True,False,51,0.04450506876547243,0.04944142818870401,1,-5.428297016685235e-05,9.533972675049429e-32,5.277084562092755e-13,True,False,7.639000000381202e-05,9.890000001178123e-06,0.00010153999983231188,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1598,57,True,False,51,0.04450506871059792,0.04944142818870401,1,-5.428299523835278e-05,9.533972675049429e-32,5.277084562092753e-13,True,False,7.63499999720807e-05,9.830000180954812e-06,0.00010137999993276026,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1599,58,True,False,51,0.044505068656250785,0.04944142818870401,1,-5.428302006293961e-05,9.533972675049429e-32,5.277084562092753e-13,True,False,8.247999994637212e-05,1.0080000038215076e-05,0.00010814999996000552,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1600,59,True,False,51,0.04450506860242623,0.04944142818870401,1,-5.428304464327738e-05,9.533972675049429e-32,5.277084562092753e-13,True,False,7.68499999139749e-05,9.76999990598415e-06,0.00010165000003325986,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1601,60,True,False,51,0.04450506854911834,0.04944142818870401,1,-5.428306898291879e-05,9.533972675049429e-32,5.277084562092753e-13,True,False,7.682000000386324e-05,9.849999969446799e-06,0.00010176000000683416,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1602,61,True,False,51,0.044505068496323366,0.04944142818870401,1,-5.428309308275203e-05,9.533972675049429e-32,5.277084562092753e-13,True,False,7.632999995621503e-05,9.910000017043785e-06,0.00010118000000147731,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1603,62,True,False,51,0.044505068444035664,0.04944142818870401,1,-5.428311694899435e-05,9.533972675049429e-32,5.277084562092751e-13,True,False,7.638000010956603e-05,9.729999874252826e-06,0.0001009600000543287,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1604,63,True,False,51,0.04450506839225073,0.04944142818870401,1,-5.4283140578981204e-05,9.533972675049429e-32,5.27708456209275e-13,True,False,7.591000007778348e-05,9.76999990598415e-06,0.00010066000004371745,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1605,64,True,False,51,0.04450506834096381,0.04944142818870401,1,-5.428316397892985e-05,9.533972675049429e-32,5.277084562092749e-13,True,False,7.758000015201105e-05,9.929999805535772e-06,0.0001027900000281079,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1606,65,True,False,51,0.04450506829017037,0.04944142818870401,1,-5.4283187147952106e-05,9.533972675049429e-32,5.277084562092748e-13,True,False,7.613999991917808e-05,9.920000138663454e-06,0.00010102000010192569,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1607,66,True,False,51,0.04450506823986483,0.04944142818870401,1,-5.428321008782433e-05,9.533972675049429e-32,5.277084562092748e-13,True,False,7.666000010431162e-05,9.949999821401434e-06,0.00010149999980058055,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1608,67,True,False,51,0.04450506819004317,0.04944142818870401,1,-5.4283232802099235e-05,9.533972675049429e-32,5.277084562092748e-13,True,False,7.604999996146944e-05,9.890000001178123e-06,0.0001009600000543287,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1609,68,True,False,51,0.044505068140700044,0.04944142818870401,1,-5.428325529699407e-05,9.533972675049429e-32,5.277084562092747e-13,True,False,7.617000005666341e-05,9.960000170394778e-06,0.0001008500000807544,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1610,69,True,False,51,0.04450506809183201,0.04944142818870401,1,-5.428327757073248e-05,9.533972675049429e-32,5.277084562092746e-13,True,False,7.774999994580867e-05,9.959999943021103e-06,0.00010928000006060756,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1611,70,True,False,51,0.04450506804343318,0.04944142818870401,1,-5.428329962331446e-05,9.533972675049429e-32,5.277084562092745e-13,True,False,7.68900001730799e-05,1.0099999826707062e-05,0.00010195999993811711,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1612,71,True,False,51,0.044505067995499886,0.04944142818870401,1,-5.428332145918091e-05,9.533972675049429e-32,5.277084562092746e-13,True,False,7.669000001442328e-05,9.930000032909447e-06,0.0001015799998640432,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1613,72,True,False,51,0.044505067948028165,0.04944142818870401,1,-5.428334308277272e-05,9.533972675049429e-32,5.277084562092745e-13,True,False,7.67300000461546e-05,9.990000080506434e-06,0.00010182000005443115,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1614,73,True,False,51,0.044505067901013134,0.04944142818870401,1,-5.4283364492313524e-05,9.533972675049429e-32,5.277084562092745e-13,True,False,7.664999998269195e-05,9.88000010693213e-06,0.00010158000009141688,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1615,74,True,False,51,0.04450506785444913,0.04944142818870401,1,-5.428338569490876e-05,9.533972675049429e-32,5.277084562092744e-13,True,False,8.363000006283983e-05,1.0159999874304049e-05,0.00010911999993368227,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1616,75,True,False,51,0.04450506780833395,0.04944142818870401,1,-5.428340668434117e-05,9.533972675049429e-32,5.277084562092745e-13,True,False,7.709999999860884e-05,9.930000032909447e-06,0.00010204000000157976,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1617,76,True,False,51,0.04450506776266247,0.04944142818870401,1,-5.4283427472157086e-05,9.533972675049429e-32,5.277084562092744e-13,True,False,7.63400000778347e-05,9.910000017043785e-06,0.00010111999995388032,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1618,77,True,False,51,0.04450506771743026,0.04944142818870401,1,-5.4283448054803785e-05,9.533972675049429e-32,5.277084562092743e-13,True,False,7.63400000778347e-05,9.850000196820474e-06,0.00010104000011779135,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1619,78,True,False,51,0.04450506767263264,0.04944142818870401,1,-5.42834684349458e-05,9.533972675049429e-32,5.277084562092743e-13,True,False,7.666000010431162e-05,9.990000080506434e-06,0.00010167999994337151,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1620,79,True,False,51,0.0445050676282662,0.04944142818870401,1,-5.42834886143595e-05,9.533972675049429e-32,5.277084562092743e-13,True,False,7.683000012548291e-05,9.890000001178123e-06,0.0001014599999962229,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1621,80,True,False,51,0.04450506758432653,0.04944142818870401,1,-5.4283508596597585e-05,9.533972675049429e-32,5.277084562092742e-13,True,False,7.758000015201105e-05,1.001999999061809e-05,0.00010283000005983922,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1622,81,True,False,51,0.044505067540810295,0.04944142818870401,1,-5.428352838254824e-05,9.533972675049429e-32,5.277084562092742e-13,True,False,7.66200000725803e-05,9.869999985312461e-06,0.00010144999987460324,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1623,82,True,False,51,0.04450506749771166,0.04944142818870401,1,-5.428354797398782e-05,9.533972675049429e-32,5.27708456209274e-13,True,False,7.644000015716301e-05,9.829999953581137e-06,0.00010134000012840261,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1624,83,True,False,51,0.04450506745502851,0.04944142818870401,1,-5.428356737180451e-05,9.533972675049429e-32,5.27708456209274e-13,True,False,7.662999996682629e-05,9.910000017043785e-06,0.00010161000000152853,schedule_ablation,every_eligible,100,0.5,1101
schedule_ablation_every_eligible,4V-FB,1625,84,True,False,51,0.04450506741275553,0.04944142818870401,1,-5.428358658043919e-05,9.533972675049429e-32,5.277084562092741e-13,True,False,7.641000001967768e-05,9.869999985312461e-06,0.00010133999990102893,schedule_ablation,every_eligible,100,0.5,1101
